atomic_ea_max,atomic_en_allredroch_sum,atomic_en_sanderson_max,atomic_hfu_max,atomic_radius_max,atomic_radius_calculated_max,atomic_radius_calculated_sum,atomic_spacegroupnum_mean,bulk_mod_max,covalent_rad_emp_max,covalent_rad_emp_sum,density_of_solid_max,electrical_resist_max,rigidity_mod_max,van_der_waals_rad_mean,entalpia_oxides_min,entropia_oxides_min,deltaCp_oxides_max,oxidation_sum,Z_max,Z_sum,phase_disambiguated
6.03822,1.543895,0.8461200000000001,5.30748,53.844,59.9976,164.1167,31.38798333333333,65.382,48.075,136.6582,3028.3404,19.3824,31.5372,41.19445,-635178.39954,-211.0019442,9.2661678,3.044871153782045,10.000600060006,31.4033403340334,others
28.0,1.5775,0.64,5.25,38.75,51.5,165.75,42.1,45.0,37.0,130.0,2227.0,10.825,20.5,48.8,-412882.475,-137.15675,6.02325,2.75,10.0,30.25,spinel
23.68,1.596,0.512,3.24,30.0,31.2,148.0,41.44,36.0,27.6,130.0,1784.0,2.0,16.4,48.48,-330305.98,-109.7254,4.8186,2.2,6.0,24.8,rock salt
23.68,1.618,0.512,3.44,30.0,30.4,146.6,41.28000000000001,36.0,27.6,129.2,1784.0,1.44,15.2,48.32,-240601.72,-77.1958,1.71504,2.1,6.0,25.2,rock salt
20.55,1.15955,0.45,10.5,77.5,103.0,204.92,33.10833333333333,7.199999999999999,74.0,103.915,3255.5,21.65,16.5,43.95083333333333,-563456.9099999999,-96.7685,5.4114,3.5,20.0,54.215,fluorite
20.55,1.156,0.45,10.5,77.5,103.0,189.7,32.85,4.800000000000001,74.0,106.9,3255.5,21.65,16.5,44.5,-548729.9,-96.7685,3.7493,3.5,20.0,52.7,multiphase
10.46719,1.628989,1.46674,9.20046,93.338,104.0052,154.1636,37.1738,113.339,83.33749999999999,126.9593,5249.5958,9.6048,54.6694,40.6081,-1101074.98433,-365.7696208999999,16.0628031,2.522228887555822,17.33073385322935,25.3998200359928,spinel
4.56,1.199,0.545,9.35,70.0,88.0,166.45,21.81666666666667,55.0,68.0,144.55,2253.5,20.0,22.0,27.07222222222222,-472374.45,-92.6665,1.8271,3.025,11.0,28.35,perovskite
18.6704,1.626828,0.73326,4.59954,46.662,51.9948,149.5143,44.37096,56.66099999999999,41.6625,123.6789,2624.4042,3.333,27.3306,47.93803999999999,-558686.58164,-182.8573791,11.9875637,2.833366663333666,8.664933506649335,23.999800019998,spinel
10.0,1.186,0.218,5.100000000000001,39.0,41.6,118.0,38.8,22.0,33.8,120.6,2662.0,14.8,8.8,53.48,-717472.96,-117.5906,4.2736,3.7,14.4,49.8,fluorite
18.6704,1.620324,0.426752,3.41735,23.338,27.6722,150.3634,36.64621666666666,30.006,23.1713,126.0252,1484.9636,24.0048,19.1705,39.98021666666666,-558686.58164,-104.4770579,11.9875637,3.138888888888889,4.666666666666666,23.83333333333333,spinel
7.75,1.13675,0.0,9.0,36.25,50.0,197.175,25.915625,50.0,34.5,51.40000000000001,4162.5,16.375,17.25,34.721875,-1022977.7,-226.1765,5.6205,3.45,18.25,65.8,pyrochlore
5.0,1.208,0.545,9.35,70.0,88.0,201.4,32.85,55.0,68.0,68.0,2253.5,20.0,22.0,43.83333333333334,-472374.45,-92.6665,3.6076,3.5,11.0,44.3,pyrochlore
20.55,1.14,0.45,10.5,77.5,103.0,195.2,32.45,3.8,74.0,90.9,3255.5,21.65,16.5,45.25,-548729.9,-96.7685,4.718800000000001,3.45,20.0,50.1,pyrochlore
23.68,1.65,0.512,4.100000000000001,28.0,33.2,156.0,43.76000000000001,36.0,27.8,131.0,1784.0,28.8,23.0,48.48,-450821.78,-109.7254,14.3822,3.166666666666667,5.800000000000001,26.2,spinel
23.68,1.688,0.512,3.44,28.0,32.2,152.6,43.60000000000001,36.0,27.8,129.8,1784.0,28.8,16.4,48.28,-380885.64,-109.7254,4.8186,2.666666666666667,5.800000000000001,27.0,others
22.4,1.642,0.446,4.100000000000001,28.0,33.2,154.8,43.76000000000001,36.0,27.8,128.6,1781.6,28.8,23.0,48.52,-450821.78,-109.7254,14.3822,3.066666666666666,6.0,26.6,spinel
22.4,1.574,0.4400000000000001,4.100000000000001,28.0,35.2,161.6,43.76000000000001,36.0,27.8,129.6,1781.6,28.8,23.0,48.8,-450821.78,-109.7254,14.3822,3.466666666666667,5.600000000000001,25.0,spinel
22.4,1.556,0.4400000000000001,5.36,29.0,39.6,166.0,45.16000000000001,36.0,27.8,129.8,1781.6,28.8,23.0,49.2,-759807.56,-179.2666,14.3822,3.666666666666667,8.200000000000001,28.8,spinel
22.4,1.674,0.492,4.100000000000001,29.0,33.2,153.0,42.64000000000001,36.0,27.8,130.0,1781.6,28.8,23.0,48.84,-450821.78,-115.2178,14.3822,3.0,10.2,30.8,spinel
22.4,1.644,0.468,4.100000000000001,32.0,33.2,155.0,36.48,36.0,29.2,131.6,1956.0,28.8,23.0,38.96,-450821.78,-109.7254,14.3822,3.266666666666667,16.6,37.2,spinel
22.4,1.59,0.4400000000000001,7.0,28.0,38.6,165.0,45.16000000000001,62.0,29.2,131.6,3850.0,28.8,32.2,48.92,-450821.78,-109.7254,14.3822,3.666666666666667,14.8,35.40000000000001,spinel
22.4,1.554,0.4400000000000001,4.2,31.0,41.2,167.6,43.76000000000001,36.0,29.6,132.0,1781.6,28.8,23.0,49.04000000000001,-450821.78,-109.7254,14.3822,3.466666666666667,8.0,28.6,spinel
12.4432,1.325423,0.284416,1.91092,21.6645,27.4417,140.6526,22.40516666666667,19.998,18.7759,73.2149,989.6788,10.4434,9.1102,29.73776666666667,-405206.46419,-69.63048069999999,4.2492417,2.833333333333334,6.888888888888889,43.33333333333334,fluorite
14.93689,1.638321,0.491264,4.76215,32.522,38.5618,157.7317,43.8138,37.774,30.8858,128.2296,1749.6028,31.9968,26.7145,48.62746,-523629.49747,-125.2803192,16.7049253,3.306397306397306,5.777777777777779,25.76767676767677,spinel
10.0,1.098,0.13,3.98,39.0,46.6,134.2,38.8,8.8,33.8,66.2,1813.2,26.2,5.600000000000001,56.76000000000001,-762119.38,-119.2864,4.2736,3.100000000000001,13.6,57.2,fluorite
7.59696,1.262511,0.545,9.35,70.0,88.0,184.0856,27.48912857142857,55.0,68.0,152.2508,2253.5,20.0,22.0,33.68008571428572,-472374.45,-92.6665,3.0439486,3.0834,11.0,35.1708,perovskite
19.86468,1.400689,0.8800000000000001,5.28,56.0,64.4,158.398,36.88864999999999,48.0,55.6,132.9327,2988.0,57.6,5.461200000000001,38.65558333333333,-761771.28,-204.5824,9.1892,2.733383333333333,10.0,17.2671,multiphase
25.01136,1.338961,0.29876,2.33576,85.266,90.003,172.6002,37.11418333333334,24.444,72.9498,140.7378,1209.7064,19.5552,11.1356,41.0483,-395999.74692,-123.5224857,3.2718294,2.04721194547212,5.21017898210179,18.89451054894511,others
22.4,1.662,0.512,4.100000000000001,28.0,33.2,153.0,42.84,36.0,26.2,126.0,1781.6,2.54,23.0,48.32000000000001,-450821.78,-109.7254,14.3822,2.7,6.0,27.0,spinel
12.86,1.594,0.512,4.100000000000001,28.0,33.2,150.6,43.76000000000001,36.0,27.8,127.0,1780.0,28.8,23.0,47.96,-670289.8400000001,-125.3474,14.3822,3.366666666666667,5.4,23.0,spinel
10.46719,1.65767,1.46674,9.20046,93.338,104.0052,153.9635,37.1738,113.339,83.33749999999999,127.026,5249.5958,9.6048,54.6694,40.47469999999999,-1101074.98433,-365.7696208999999,16.0628031,2.522228887555822,17.33073385322935,26.6001799640072,spinel
4.800000000000001,1.319,1.1,6.6,70.0,80.5,168.3,35.86666666666667,60.0,69.5,159.0,3735.0,72.0,2.6,44.11666666666667,-952214.1,-255.728,11.4865,3.366666666666666,12.5,33.5,perovskite
5.0,1.318,1.1,6.6,70.0,80.5,188.9,35.86666666666667,60.0,69.5,142.1,3735.0,72.0,2.6,44.06666666666666,-952214.1,-255.728,11.4865,3.366666666666666,12.5,33.8,perovskite
5.0,1.321,1.1,6.6,70.0,80.5,190.9,35.86666666666667,60.0,69.5,142.1,3735.0,72.0,2.6,43.86666666666667,-952214.1,-255.728,11.4865,3.366666666666666,12.5,34.5,perovskite
3.3,1.325,1.1,6.6,70.0,80.5,190.0,35.86666666666667,60.0,69.5,158.1,3735.0,72.0,2.7,43.53333333333333,-952214.1,-255.728,11.4865,3.366666666666666,12.5,34.90000000000001,perovskite
12.86,1.546,0.512,4.100000000000001,30.0,33.2,156.0,42.52,36.0,27.8,129.4,1780.0,28.8,23.0,49.0,-450821.78,-109.7254,14.3822,3.166666666666667,5.4,22.8,spinel
10.71881,1.45029,0.426752,3.41735,25.005,27.8389,157.8649,35.89606666666666,30.006,23.1713,130.1927,1483.63,24.0048,19.1705,39.92464999999999,-375759.9536299999,-91.4561209,11.9875637,2.805555555555555,4.5,19.5,spinel
18.6704,1.536974,0.426752,3.41735,24.1715,27.8389,158.5317,36.75735,30.006,23.1713,128.6924,1484.9636,24.0048,19.1705,39.61903333333333,-375759.9536299999,-91.4561209,11.9875637,2.805555555555555,4.666666666666666,22.16666666666666,spinel
21.46,1.272,0.298,5.100000000000001,37.0,45.2,157.0,36.68000000000001,22.0,30.0,87.80000000000001,2662.0,17.2,6.600000000000001,52.56,-759138.6200000001,-119.2864,3.3772,3.033333333333333,14.4,57.6,fluorite
10.46719,1.632991,1.46674,9.20046,93.338,104.0052,152.8963,36.91811666666666,113.339,83.33749999999999,126.4257,5249.5958,6.667,54.6694,40.5414,-1101074.98433,-365.7696208999999,16.0628031,2.366626674665067,17.33073385322935,25.73325334933013,spinel
22.4,1.642,0.446,4.100000000000001,28.0,33.2,154.8,43.76000000000001,36.0,27.8,128.6,1781.6,28.8,23.0,48.52,-450821.78,-109.7254,14.3822,3.066666666666666,6.0,26.6,spinel
22.4,1.624,0.512,4.100000000000001,28.0,33.2,148.2,44.08,36.0,25.4,123.4,1781.6,2.54,23.0,47.76000000000001,-670289.8400000001,-125.3474,14.3822,2.9,5.600000000000001,23.6,spinel
22.4,1.669196,0.494848,3.44,28.938,33.2787,152.1541,42.43772,36.0,28.7313,128.4469,1781.6,29.7648,16.9494,48.3334,-393645.30894,-113.4012009,4.980023099999999,2.6823,5.799,27.1598,spinel
22.4,1.67,0.512,3.44,28.0,32.2,152.0,42.36000000000001,36.0,27.8,128.4,1781.6,28.8,16.4,48.32000000000001,-380885.64,-109.7254,4.8186,2.666666666666667,6.0,27.2,spinel
10.46719,1.62151,1.46674,9.20046,93.338,104.0052,152.6524,43.97948,113.339,83.33749999999999,127.07,5249.5958,6.667,54.6694,48.66184,-1101074.98433,-365.7696208999999,16.0628031,2.375037503750375,17.33593359335934,25.5001500150015,spinel
22.4,1.67,0.512,3.44,28.0,32.2,152.0,42.36000000000001,36.0,27.8,128.4,1781.6,28.8,16.4,48.32000000000001,-380885.64,-109.7254,4.8186,2.666666666666667,6.0,27.2,spinel
24.0,1.294,0.22,3.1,97.5,17.6,78.30000000000001,33.81666666666667,17.0,84.5,151.3,3073.0,30.75,8.200000000000001,45.23333333333334,-1793682.4,-293.9765,10.684,2.983333333333333,28.5,39.90000000000001,perovskite
53.65,1.404,0.745,3.5,72.5,72.5,137.1,27.91666666666667,29.0,70.5,103.6,3655.0,9.26,9.0,44.11666666666667,-381059.69,-103.621,3.1819,1.883333333333334,25.0,53.0,pyrochlore
23.68,1.584,0.512,3.24,30.0,32.2,151.8,42.36000000000001,36.0,27.8,131.6,1784.0,28.8,16.4,48.72000000000001,-380885.64,-109.7254,4.8186,2.666666666666667,5.800000000000001,23.8,spinel
7.85,1.368376,1.1,6.9,70.0,78.0,175.5621,12.52027058823529,85.0,62.5,82.3755,3937.0,5.0,41.0,15.46544705882353,-825764.95,-274.3135,12.0465,2.750199840127898,12.98960831334932,42.98231414868106,perovskite
19.73728,1.51663,0.42624,2.86724,30.006,31.673,153.8337,35.02831666666666,30.006,25.6718,133.3348,1486.964,1.20024,12.6692,40.5001,-200541.53362,-64.2655035,1.42948584,1.91655,5.000999999999999,22.8325,rock salt
21.5376,1.64307,0.492288,3.94215,26.922,31.9218,155.3062,36.50645,34.614,26.7297,127.2304,1713.0084,27.6912,22.1145,40.35245,-433465.14147,-105.5009721,13.8284853,3.16025,5.3844,25.4995,spinel
23.68,1.52,0.446,3.74,30.0,35.2,152.8,41.44,34.0,27.6,132.0,1784.0,8.0,16.4,48.72000000000001,-330305.98,-109.7254,4.8186,2.5,6.0,23.8,spinel
5.0,1.353,1.1,6.6,70.0,80.5,190.4,34.76666666666667,60.0,69.5,101.7,3735.0,72.0,3.1,43.26666666666667,-952214.1,-255.728,11.4865,3.666666666666667,12.5,44.2,pyrochlore
36.99,1.2066,0.81,18.9,139.5,185.4,208.12,32.23999999999999,0.8200000000000001,133.2,136.44,5859.900000000001,38.97,29.7,42.56000000000001,-987713.82,-174.1833,1.62396,3.9,36.0,41.68000000000001,multiphase
32.88,1.1932,0.7200000000000001,16.8,124.0,164.8,210.24,32.14666666666667,1.64,118.4,124.88,5208.8,34.64,26.4,43.12,-877967.8400000001,-154.8296,1.52988,3.800000000000001,32.0,43.36,multiphase
10.32843,1.135702,0.273917,5.2773,38.9515,51.76780000000001,206.4194000000001,42.01652,27.643,37.19240000000001,164.8804,1636.2143,10.88129,11.0572,53.18232,-275791.64774,-48.6358481,1.4919513,3.0052,10.052,34.4818,multiphase
8.696760000000001,1.126331,0.230644,4.4436,37.539,44.1738,207.589,35.46138333333334,23.276,34.5708,165.8161,1377.7276,9.16228,9.3104,44.52576666666667,-232222.49368,-47.4160157,1.5711381,3.005200520052005,9.77857785778578,35.1960196019602,multiphase
9.60876,1.116172,0.182684,3.5196,39.646,46.65320000000001,208.9304,35.96546666666666,18.972,36.5112,166.8892,1091.2436,7.257079999999999,7.3744,44.76499999999999,-423972.61848,-100.0307628,2.0920536,3.0052,10.3264,35.9884,multiphase
17.11668,1.10102,0.282296,5.32784,42.742,50.2964,210.88,36.70693333333333,33.796,39.3624,168.4404,1703.716,6.7592,7.5544,45.11153333333334,-755248.71464,-178.1910004,3.7267048,3.006,11.1328,37.1628,multiphase
28.32625,1.530576,1.139715,7.131549999999999,83.3125,78.64699999999999,130.3957,44.35504,50.654,78.64699999999999,121.1689,1799.55,1.79955,17.329,46.04498,-2233740.8918,-417.7202105,1.42948584,2.8611,8.6645,18.8365,spinel
7.296,1.2139,0.545,9.35,70.0,88.0,180.07,23.96875,55.0,68.0,146.92,2253.5,20.0,22.0,29.87125,-472374.45,-92.6665,2.92336,3.025,11.0,31.49,perovskite
8.3904,1.22236,0.545,9.35,70.0,88.0,184.768,23.7625,55.0,68.0,151.408,2253.5,20.0,22.0,29.416,-472374.45,-92.6665,3.361864,3.01,11.0,31.676,perovskite
3.8,1.184375,0.545,9.35,70.0,88.0,187.5875,34.44375,55.0,68.0,152.775,2253.5,20.0,22.0,42.89166666666667,-472374.45,-92.6665,1.01233125,2.95,11.0,25.325,perovskite
4.47,1.182399,0.545,9.35,70.0,88.0,186.7343,34.49581666666667,55.0,68.0,151.8222,2253.5,20.0,22.0,42.63833333333334,-472374.45,-92.6665,0.95654055,2.924815036992602,10.99780043991202,24.61387722455509,perovskite
5.960000000000001,1.18,0.545,9.35,70.0,88.0,185.8,34.53333333333334,55.0,68.0,150.8,2253.5,20.0,22.0,42.36666666666667,-472374.45,-92.6665,0.89985,2.9,11.0,23.9,perovskite
8.94,1.175625,0.545,9.35,70.0,88.0,184.0125,34.62291666666667,55.0,68.0,148.825,2253.5,20.0,22.0,41.84166666666666,-472374.45,-92.6665,0.78736875,2.85,11.0,22.475,perovskite
23.68,1.618,0.512,3.44,30.0,30.4,146.6,41.28000000000001,36.0,27.6,129.2,1784.0,1.44,15.2,48.32000000000001,-240601.72,-77.1958,1.71504,2.1,6.0,25.2,rock salt
11.51281,1.656172,1.61326,10.11954,102.662,114.3948,154.8817,45.07087999999999,124.661,91.6625,126.6133,5774.004199999999,9.6048,60.13059999999999,48.63146,-1211066.87567,-402.3081791,17.6673969,2.555577775555777,19.06389361063894,26.33346665333467,spinel
17.88691,1.235637,0.248383,4.25085,25.8385,34.6736,190.1465,18.53597,18.337,25.005,96.8147,2218.777,9.3534,5.501099999999999,26.73248999999999,-272076.61866,-42.79087680000001,2.7308358,2.944427776110945,12.003600360036,56.35643564356435,pyrochlore
10.0,1.082,0.13,2.28,39.0,49.40000000000001,139.4,37.68000000000001,8.200000000000001,33.8,66.2,1470.6,18.8,5.2,57.6,-762119.38,-119.8624,7.6494,3.100000000000001,12.4,55.0,fluorite
12.86,1.632,0.512,4.100000000000001,28.0,33.2,155.4,42.52000000000001,36.0,27.8,129.6,1780.0,28.8,23.0,48.52,-450821.78,-109.7254,14.3822,3.166666666666667,6.0,26.4,spinel
22.4,1.642,0.446,4.100000000000001,28.0,33.2,154.8,43.76000000000001,36.0,27.8,128.6,1781.6,28.8,23.0,48.52,-450821.78,-109.7254,14.3822,3.066666666666666,6.0,26.6,spinel
22.4,1.65,0.512,4.100000000000001,28.0,33.2,156.8,43.76000000000001,36.0,27.8,127.6,1781.6,28.8,23.0,48.56,-450821.78,-109.7254,14.3822,3.166666666666667,5.600000000000001,26.0,spinel
22.4,1.642,0.446,4.100000000000001,28.0,33.2,154.8,43.76000000000001,36.0,27.8,128.6,1781.6,28.8,23.0,48.52,-450821.78,-109.7254,14.3822,3.066666666666667,6.0,26.6,spinel
22.4,1.65,0.512,4.100000000000001,28.0,33.2,156.8,43.76000000000001,36.0,27.8,127.6,1781.6,28.8,23.0,48.56,-450821.78,-109.7254,14.3822,3.166666666666667,5.600000000000001,26.0,spinel
22.4,1.65,0.512,4.100000000000001,28.0,33.2,156.8,43.76000000000001,36.0,27.8,127.6,1781.6,28.8,23.0,48.56,-450821.78,-109.7254,14.3822,3.166666666666667,5.600000000000001,26.0,spinel
28.33475,1.519652,1.140057,7.133689999999999,83.33749999999999,78.6706,127.5617,36.47365,50.6692,78.6706,121.7588,1800.09,1.80009,17.3342,38.43018333333333,-2234411.18164,-417.8455579,0.57196584,2.699910017996401,8.665366926614677,17.06788642271546,spinel
20.55,1.144,0.45,10.5,77.5,103.0,191.7,32.45,4.100000000000001,74.0,107.1,3255.5,21.65,16.5,44.96666666666667,-548729.9,-96.7685,4.718800000000001,3.45,20.0,48.1,pyrochlore
6.975,1.045,0.34,4.0,107.5,126.5,191.6,35.25000000000001,4.8,99.0,146.9,1755.0,17.0,3.3,48.45,-548095.7,-92.897,4.49925,2.649999999999999,28.0,53.8,multiphase
20.55,1.143,0.45,10.5,77.5,103.0,193.3,32.45,4.100000000000001,74.0,90.9,3255.5,21.65,16.5,45.06666666666666,-548729.9,-96.7685,4.718800000000001,3.45,20.0,50.8,pyrochlore
20.55,1.139,0.45,10.5,77.5,103.0,192.7,32.96666666666667,3.8,74.0,90.9,3255.5,21.65,16.5,44.95,-548729.9,-96.7685,4.718800000000001,3.45,20.0,51.2,pyrochlore
11.74227,1.110211,0.25713,5.9997,44.2835,58.8542,185.3207,33.9117,6.2876,42.2836,66.4337,1860.1927,12.861,9.4281,46.03341666666666,-542404.54399,-92.306255,6.7431652,3.214207158568287,11.42571485702859,56.85882823435313,multiphase
11.74227,1.123072,0.25713,5.9997,44.2835,58.8542,184.892,33.07811666666667,6.2876,42.2836,66.4337,1860.1927,13.23254,9.4281,45.98578333333333,-542404.54399,-87.9036489,5.1552604,3.285642871425715,11.42571485702859,57.2874425114977,multiphase
20.55,1.155615,0.45,10.5,77.5,103.0,215.6216,27.74444285714286,3.6652,74.0,87.4946,3255.5,21.65,16.5,37.9801,-548729.9,-96.7685,3.0051308,3.500100020004001,20.00400080016003,50.99779955991198,fluorite
11.74227,1.128788,0.25713,5.9997,44.2835,58.8542,185.4636,33.07811666666667,6.2876,42.2836,89.58349999999999,1860.1927,12.37081,9.4281,45.55708333333333,-544534.29701,-85.53836810000001,5.1552604,3.285642871425715,11.42571485702859,54.43001399720056,fluorite
11.74227,1.131646,0.25713,5.9997,44.2835,58.8542,218.0448,33.07811666666667,6.2876,42.2836,65.4334,1860.1927,13.23254,9.4281,45.1522,-544534.29701,-87.9036489,5.1552604,3.285642871425715,11.42571485702859,55.71585682863427,fluorite
20.55,1.155,0.45,10.5,77.5,103.0,186.375,39.575,5.125,74.0,115.375,3255.5,21.65,16.5,53.35,-548729.9,-96.7685,4.5095,3.5,20.0,48.75,fluorite
20.55,1.18625,0.45,10.5,77.5,103.0,211.375,40.45,25.0,74.0,111.5,3255.5,21.65,16.5,52.325,-548729.9,-113.08825,4.5095,3.75,20.0,50.75,fluorite
20.55,1.179,0.45,10.5,77.5,103.0,189.7,33.43333333333334,20.0,74.0,120.9,3255.5,21.65,16.5,44.05,-548729.9,-96.7685,3.6076,3.7,20.0,50.3,fluorite
10.275,1.18875,0.225,6.375,38.75,52.0,211.875,33.70833333333334,27.5,37.5,112.0,3327.5,16.375,8.625,43.64583333333334,-511488.85,-113.08825,4.5095,3.75,18.0,58.75,fluorite
10.275,1.1815,0.225,6.375,38.75,52.0,190.2,28.65714285714286,27.5,37.5,121.4,3327.5,13.1,8.25,37.79285714285714,-409191.08,-90.4706,3.6076,3.7,18.0,58.3,fluorite
17.55,1.43125,1.145,4.5,90.0,77.0,169.25,42.275,25.0,73.5,143.875,5670.0,10.5,8.625,50.75,-511488.85,-113.08825,2.81025,3.5,41.0,64.0,perovskite
22.4,1.584,0.512,3.44,30.0,32.2,152.6,42.36,36.0,27.8,128.2,1781.6,28.8,16.4,48.8,-380885.64,-109.7254,4.8186,2.666666666666667,5.600000000000001,23.6,spinel
16.665,1.204144,0.0,17.9964,72.4855,99.98,217.2107,33.90946666666667,99.98,68.9862,68.9862,8323.335000000001,31.3302,34.4931,45.09058333333333,-2045546.20892,-452.2625294,11.2387518,3.9998,36.4927,68.3329,pyrochlore
26.2864,1.372286,0.4553179999999999,4.03684,84.006,88.673,165.5144,30.70885714285714,42.246,71.87180000000001,140.8831,2090.7076,6.827999999999999,17.8372,35.03512857142857,-390147.94572,-121.6971587,5.908097699999999,1.444455554444555,8.704829517048294,22.77672232776722,others
42.86881,1.578321,1.106722,13.66735,93.338,110.6722,160.4971,37.30719999999999,106.672,84.67089999999999,127.3589,4760.237999999999,8.467089999999999,76.67049999999999,40.70809999999999,-1502814.40363,-359.5539768,47.9430637,3.733103379324135,15.99760047990402,24.13337332533493,spinel
23.68,1.618,0.512,3.44,30.0,30.4,146.6,41.28000000000001,36.0,27.6,129.2,1784.0,1.44,15.2,48.32,-240601.72,-77.1958,1.71504,2.1,6.0,25.2,rock salt
10.0,1.118,0.18,4.2,37.0,47.6,177.8,37.68000000000001,8.200000000000001,32.4,62.0,1580.2,26.2,6.600000000000001,55.24000000000001,-762119.38,-119.2048,5.7538,3.3,12.8,52.6,fluorite
21.46,1.37,0.4400000000000001,5.100000000000001,37.0,41.6,144.0,37.60000000000001,24.0,30.0,115.6,2662.0,28.8,6.600000000000001,51.2,-380885.64,-102.2912,4.5946,3.3,14.4,49.0,fluorite
10.0,1.29,0.4400000000000001,5.100000000000001,37.0,41.6,150.2,39.72000000000001,24.0,30.0,114.6,2662.0,28.8,8.8,51.36,-380885.64,-102.2912,4.5946,3.966666666666667,14.4,43.4,fluorite
9.2475,1.31625,0.4950000000000001,5.7375,34.875,46.8,168.975,39.83499999999999,27.0,33.75,128.925,2994.75,32.4,9.9,50.58,-428496.345,-115.0776,5.168925,4.025,16.2,41.575,fluorite
8.22,1.3305,0.4400000000000001,5.100000000000001,31.0,41.6,168.0,28.87142857142857,24.0,30.0,127.75,2662.0,28.8,8.8,36.15,-380885.64,-102.2912,4.5946,3.991666666666667,14.4,42.54999999999999,fluorite
22.4,1.636,0.512,3.44,28.0,32.2,144.4,42.2,36.0,27.8,127.0,1781.6,28.8,15.2,47.56,-670289.8400000001,-125.3474,4.5946,2.766666666666667,6.0,24.6,multiphase
25.0,1.34945,0.297,4.3,92.5,119.0,197.285,38.634,26.1,20.7,65.09,3676.5,47.0,13.225,52.863,-1823611.45,-295.418,14.3845,2.9675,31.0,44.15,perovskite
25.0,1.31945,0.297,4.6,92.5,115.5,193.785,44.934,26.1,20.7,65.09,2622.0,45.0,13.225,52.463,-1651381.45,-322.975,23.594,2.7175,31.5,44.65,perovskite
25.0,1.36945,0.3168,5.0,90.0,116.5,194.745,41.434,24.3,22.08,65.26,3950.5,65.5,13.225,52.059,-1819651.95,-286.9355,8.269765000000001,2.9675,32.0,45.16,perovskite
45.6,1.64735,1.17,6.555,80.0,74.1,149.205,17.13642857142857,80.75,73.0,135.125,4890.0,65.0,38.95,17.465,-784476.7024999999,-271.1035,18.271,2.78,41.5,54.8,perovskite
45.6,1.6397,1.17,6.210000000000001,80.0,71.5,148.91,17.05857142857143,76.5,73.0,134.75,4890.0,65.0,36.9,17.50142857142857,-743188.455,-271.1035,18.271,2.81,41.5,55.1,perovskite
45.6,1.63205,1.17,5.865,80.0,71.5,148.615,16.98071428571428,72.25,73.0,134.375,4890.0,65.0,34.85,17.53785714285714,-701900.2074999999,-271.1035,18.271,2.84,41.5,55.4,perovskite
10.0,1.15,0.18,5.100000000000001,39.0,46.6,171.8,38.8,22.0,33.8,125.8,2662.0,26.2,6.600000000000001,54.27999999999999,-762119.38,-119.2048,4.2736,3.4,14.4,54.4,fluorite
10.0,1.144,0.18,5.100000000000001,39.0,46.6,129.4,38.8,22.0,33.8,93.4,2662.0,26.2,6.600000000000001,54.8,-727860.78,-117.5906,4.2736,3.5,14.4,58.2,fluorite
20.55,1.149,0.45,10.5,77.5,103.0,192.9,32.38333333333333,3.8,74.0,90.9,3255.5,21.65,16.5,44.88333333333333,-548729.9,-96.7685,3.6076,3.5,20.0,51.3,multiphase
